26.3024 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
70.6283 	EXP 	Created grating = GratingStim(__class__=<class 'psychopy.visual.grating.GratingStim'>, anchor='center', autoDraw=False, autoLog=True, blendmode='avg', color=array([0.3, 0.3, 0.3]), colorSpace='rgb', contrast=0.3, depth=-1.0, interpolate=True, mask='gauss', maskParams=None, name='grating', opacity=1.0, ori=1.0, phase=array([0., 0.]), pos=array([0., 0.]), rgbPedestal=array([0., 0., 0.]), sf=array([5., 5.]), size=array([0.2, 0.2]), tex='sin', texRes=128.0, units='height', win=Window(...))
70.7203 	EXP 	Created sequence: random, trialTypes=1, nReps=100, seed=None
70.7214 	EXP 	New trial (rep=0, index=0): None
70.8236 	EXP 	grating: ori = -5.0
70.8236 	EXP 	fixation: autoDraw = True
71.7561 	EXP 	grating: autoDraw = True
71.7561 	EXP 	grating: tex = 'sin'
71.8266 	EXP 	fixation: autoDraw = False
72.0600 	EXP 	grating: autoDraw = False
73.5484 	EXP 	New trial (rep=1, index=0): None
73.5516 	DATA 	Keypress: down
73.5626 	EXP 	fixation: autoDraw = False
73.5626 	EXP 	grating: autoDraw = False
73.5626 	EXP 	grating: ori = 0.0
73.5626 	EXP 	fixation: autoDraw = True
74.5599 	EXP 	fixation: autoDraw = False
74.5599 	EXP 	grating: autoDraw = True
74.8599 	EXP 	grating: autoDraw = False
75.2955 	DATA 	Keypress: up
75.3141 	EXP 	New trial (rep=2, index=0): None
75.3296 	EXP 	fixation: autoDraw = False
75.3296 	EXP 	grating: autoDraw = False
75.3296 	EXP 	grating: ori = 0.0
75.3296 	EXP 	fixation: autoDraw = True
76.3128 	EXP 	grating: autoDraw = True
76.3270 	EXP 	fixation: autoDraw = False
76.6265 	EXP 	grating: autoDraw = False
82.8810 	EXP 	New trial (rep=3, index=0): None
82.8827 	DATA 	Keypress: up
82.8961 	EXP 	fixation: autoDraw = False
82.8961 	EXP 	grating: autoDraw = False
82.8961 	EXP 	grating: ori = 0.0
82.8961 	EXP 	fixation: autoDraw = True
83.8795 	EXP 	grating: autoDraw = True
83.8934 	EXP 	fixation: autoDraw = False
84.1933 	EXP 	grating: autoDraw = False
85.3641 	EXP 	New trial (rep=4, index=0): None
85.3659 	DATA 	Keypress: up
85.3790 	EXP 	fixation: autoDraw = False
85.3790 	EXP 	grating: autoDraw = False
85.3790 	EXP 	grating: ori = -3.0
85.3790 	EXP 	fixation: autoDraw = True
86.3628 	EXP 	grating: autoDraw = True
86.3768 	EXP 	fixation: autoDraw = False
86.6768 	EXP 	grating: autoDraw = False
87.3476 	EXP 	New trial (rep=5, index=0): None
87.3494 	DATA 	Keypress: down
87.3633 	EXP 	fixation: autoDraw = False
87.3633 	EXP 	grating: autoDraw = False
87.3633 	EXP 	grating: ori = -2.0
87.3633 	EXP 	fixation: autoDraw = True
88.3459 	EXP 	grating: autoDraw = True
88.3601 	EXP 	fixation: autoDraw = False
88.6600 	EXP 	grating: autoDraw = False
89.0480 	EXP 	New trial (rep=6, index=0): None
89.0498 	DATA 	Keypress: up
89.0630 	EXP 	fixation: autoDraw = False
89.0630 	EXP 	grating: autoDraw = False
89.0630 	EXP 	grating: ori = -4.0
89.0630 	EXP 	fixation: autoDraw = True
90.0604 	EXP 	fixation: autoDraw = False
90.0604 	EXP 	grating: autoDraw = True
90.3600 	EXP 	grating: autoDraw = False
90.7978 	EXP 	New trial (rep=7, index=0): None
90.7996 	DATA 	Keypress: down
90.8126 	EXP 	fixation: autoDraw = False
90.8126 	EXP 	grating: autoDraw = False
90.8126 	EXP 	grating: ori = 0.0
90.8126 	EXP 	fixation: autoDraw = True
91.7963 	EXP 	grating: autoDraw = True
91.8104 	EXP 	fixation: autoDraw = False
92.1101 	EXP 	grating: autoDraw = False
92.5477 	EXP 	New trial (rep=8, index=0): None
92.5494 	DATA 	Keypress: up
92.5630 	EXP 	fixation: autoDraw = False
92.5630 	EXP 	grating: autoDraw = False
92.5630 	EXP 	grating: ori = 0.0
92.5630 	EXP 	fixation: autoDraw = True
93.5461 	EXP 	grating: autoDraw = True
93.5605 	EXP 	fixation: autoDraw = False
93.8600 	EXP 	grating: autoDraw = False
94.2814 	EXP 	New trial (rep=9, index=0): None
94.2831 	DATA 	Keypress: up
94.2960 	EXP 	fixation: autoDraw = False
94.2960 	EXP 	grating: autoDraw = False
94.2960 	EXP 	grating: ori = -5.0
94.2960 	EXP 	fixation: autoDraw = True
95.2799 	EXP 	grating: autoDraw = True
95.2934 	EXP 	fixation: autoDraw = False
95.5931 	EXP 	grating: autoDraw = False
95.9814 	EXP 	New trial (rep=10, index=0): None
95.9831 	DATA 	Keypress: down
95.9964 	EXP 	fixation: autoDraw = False
95.9964 	EXP 	grating: autoDraw = False
95.9964 	EXP 	grating: ori = 0.0
95.9964 	EXP 	fixation: autoDraw = True
96.9797 	EXP 	grating: autoDraw = True
96.9936 	EXP 	fixation: autoDraw = False
97.2933 	EXP 	grating: autoDraw = False
97.6150 	EXP 	New trial (rep=11, index=0): None
97.6167 	DATA 	Keypress: up
97.6303 	EXP 	fixation: autoDraw = False
97.6303 	EXP 	grating: autoDraw = False
97.6303 	EXP 	grating: ori = -5.0
97.6303 	EXP 	fixation: autoDraw = True
98.6269 	EXP 	fixation: autoDraw = False
98.6269 	EXP 	grating: autoDraw = True
98.9266 	EXP 	grating: autoDraw = False
99.6314 	EXP 	New trial (rep=12, index=0): None
99.6331 	DATA 	Keypress: down
99.6461 	EXP 	fixation: autoDraw = False
99.6461 	EXP 	grating: autoDraw = False
99.6461 	EXP 	grating: ori = -5.0
99.6461 	EXP 	fixation: autoDraw = True
100.6295 	EXP 	grating: autoDraw = True
100.6436 	EXP 	fixation: autoDraw = False
100.9432 	EXP 	grating: autoDraw = False
101.1477 	EXP 	New trial (rep=13, index=0): None
101.1494 	DATA 	Keypress: up
101.1626 	EXP 	fixation: autoDraw = False
101.1626 	EXP 	grating: autoDraw = False
101.1626 	EXP 	grating: ori = 0.0
101.1626 	EXP 	fixation: autoDraw = True
102.1465 	EXP 	grating: autoDraw = True
102.1602 	EXP 	fixation: autoDraw = False
102.4604 	EXP 	grating: autoDraw = False
102.9289 	EXP 	New trial (rep=14, index=0): None
102.9299 	DATA 	Keypress: up
102.9462 	EXP 	fixation: autoDraw = False
102.9462 	EXP 	grating: autoDraw = False
102.9462 	EXP 	grating: ori = 3.0
102.9462 	EXP 	fixation: autoDraw = True
103.9296 	EXP 	grating: autoDraw = True
103.9434 	EXP 	fixation: autoDraw = False
104.2432 	EXP 	grating: autoDraw = False
104.7309 	EXP 	New trial (rep=15, index=0): None
104.7326 	DATA 	Keypress: down
104.7460 	EXP 	fixation: autoDraw = False
104.7460 	EXP 	grating: autoDraw = False
104.7460 	EXP 	grating: ori = 0.0
104.7460 	EXP 	fixation: autoDraw = True
105.7296 	EXP 	grating: autoDraw = True
105.7436 	EXP 	fixation: autoDraw = False
106.0435 	EXP 	grating: autoDraw = False
106.4623 	DATA 	Keypress: up
106.4810 	EXP 	New trial (rep=16, index=0): None
106.4960 	EXP 	fixation: autoDraw = False
106.4960 	EXP 	grating: autoDraw = False
106.4960 	EXP 	grating: ori = -2.0
106.4960 	EXP 	fixation: autoDraw = True
107.4793 	EXP 	grating: autoDraw = True
107.4933 	EXP 	fixation: autoDraw = False
107.7935 	EXP 	grating: autoDraw = False
108.2647 	EXP 	New trial (rep=17, index=0): None
108.2664 	DATA 	Keypress: up
108.2792 	EXP 	fixation: autoDraw = False
108.2792 	EXP 	grating: autoDraw = False
108.2792 	EXP 	grating: ori = -5.0
108.2792 	EXP 	fixation: autoDraw = True
109.2630 	EXP 	grating: autoDraw = True
109.2770 	EXP 	fixation: autoDraw = False
109.5771 	EXP 	grating: autoDraw = False
109.9644 	EXP 	New trial (rep=18, index=0): None
109.9662 	DATA 	Keypress: down
109.9797 	EXP 	fixation: autoDraw = False
109.9797 	EXP 	grating: autoDraw = False
109.9797 	EXP 	grating: ori = 0.0
109.9797 	EXP 	fixation: autoDraw = True
110.9632 	EXP 	grating: autoDraw = True
110.9773 	EXP 	fixation: autoDraw = False
111.2768 	EXP 	grating: autoDraw = False
111.6147 	EXP 	New trial (rep=19, index=0): None
111.6164 	DATA 	Keypress: up
111.6297 	EXP 	fixation: autoDraw = False
111.6297 	EXP 	grating: autoDraw = False
111.6297 	EXP 	grating: ori = -3.0
111.6297 	EXP 	fixation: autoDraw = True
112.6130 	EXP 	grating: autoDraw = True
112.6274 	EXP 	fixation: autoDraw = False
112.9269 	EXP 	grating: autoDraw = False
114.6981 	EXP 	New trial (rep=20, index=0): None
114.7001 	DATA 	Keypress: up
114.7129 	EXP 	fixation: autoDraw = False
114.7129 	EXP 	grating: autoDraw = False
114.7129 	EXP 	grating: ori = 0.0
114.7129 	EXP 	fixation: autoDraw = True
115.7106 	EXP 	fixation: autoDraw = False
115.7106 	EXP 	grating: autoDraw = True
116.0104 	EXP 	grating: autoDraw = False
116.4644 	EXP 	New trial (rep=21, index=0): None
116.4661 	DATA 	Keypress: up
116.4799 	EXP 	fixation: autoDraw = False
116.4799 	EXP 	grating: autoDraw = False
116.4799 	EXP 	grating: ori = 0.0
116.4799 	EXP 	fixation: autoDraw = True
117.4635 	EXP 	grating: autoDraw = True
117.4773 	EXP 	fixation: autoDraw = False
117.7767 	EXP 	grating: autoDraw = False
117.8812 	EXP 	New trial (rep=22, index=0): None
117.8828 	DATA 	Keypress: up
117.8966 	EXP 	fixation: autoDraw = False
117.8966 	EXP 	grating: autoDraw = False
117.8966 	EXP 	grating: ori = -5.0
117.8966 	EXP 	fixation: autoDraw = True
118.8796 	EXP 	grating: autoDraw = True
118.8938 	EXP 	fixation: autoDraw = False
119.1940 	EXP 	grating: autoDraw = False
119.4988 	EXP 	New trial (rep=23, index=0): None
119.5006 	DATA 	Keypress: down
119.5133 	EXP 	fixation: autoDraw = False
119.5133 	EXP 	grating: autoDraw = False
119.5133 	EXP 	grating: ori = 0.0
119.5133 	EXP 	fixation: autoDraw = True
120.5108 	EXP 	fixation: autoDraw = False
120.5108 	EXP 	grating: autoDraw = True
120.8106 	EXP 	grating: autoDraw = False
121.1813 	EXP 	New trial (rep=24, index=0): None
121.1833 	DATA 	Keypress: up
121.1967 	EXP 	fixation: autoDraw = False
121.1967 	EXP 	grating: autoDraw = False
121.1967 	EXP 	grating: ori = 0.0
121.1967 	EXP 	fixation: autoDraw = True
122.1796 	EXP 	grating: autoDraw = True
122.1937 	EXP 	fixation: autoDraw = False
122.4935 	EXP 	grating: autoDraw = False
122.8649 	EXP 	New trial (rep=25, index=0): None
122.8666 	DATA 	Keypress: up
122.8801 	EXP 	fixation: autoDraw = False
122.8801 	EXP 	grating: autoDraw = False
122.8801 	EXP 	grating: ori = 2.0
122.8801 	EXP 	fixation: autoDraw = True
123.8768 	EXP 	fixation: autoDraw = False
123.8768 	EXP 	grating: autoDraw = True
124.1767 	EXP 	grating: autoDraw = False
124.3149 	EXP 	New trial (rep=26, index=0): None
124.3166 	DATA 	Keypress: up
124.3298 	EXP 	fixation: autoDraw = False
124.3298 	EXP 	grating: autoDraw = False
124.3298 	EXP 	grating: ori = 2.0
124.3298 	EXP 	fixation: autoDraw = True
125.3131 	EXP 	grating: autoDraw = True
125.3270 	EXP 	fixation: autoDraw = False
125.6272 	EXP 	grating: autoDraw = False
126.1982 	EXP 	New trial (rep=27, index=0): None
126.2000 	DATA 	Keypress: up
126.2128 	EXP 	fixation: autoDraw = False
126.2128 	EXP 	grating: autoDraw = False
126.2128 	EXP 	grating: ori = -5.0
126.2128 	EXP 	fixation: autoDraw = True
127.1967 	EXP 	grating: autoDraw = True
127.2103 	EXP 	fixation: autoDraw = False
127.5105 	EXP 	grating: autoDraw = False
127.6313 	EXP 	New trial (rep=28, index=0): None
127.6330 	DATA 	Keypress: up
127.6467 	EXP 	fixation: autoDraw = False
127.6467 	EXP 	grating: autoDraw = False
127.6467 	EXP 	grating: ori = -3.0
127.6467 	EXP 	fixation: autoDraw = True
128.6300 	EXP 	grating: autoDraw = True
128.6438 	EXP 	fixation: autoDraw = False
128.9436 	EXP 	grating: autoDraw = False
129.3482 	EXP 	New trial (rep=29, index=0): None
129.3500 	DATA 	Keypress: up
129.3623 	EXP 	fixation: autoDraw = False
129.3623 	EXP 	grating: autoDraw = False
129.3623 	EXP 	grating: ori = 4.0
129.3623 	EXP 	fixation: autoDraw = True
130.3605 	EXP 	fixation: autoDraw = False
130.3605 	EXP 	grating: autoDraw = True
130.6607 	EXP 	grating: autoDraw = False
130.8315 	EXP 	New trial (rep=30, index=0): None
130.8332 	DATA 	Keypress: down
130.8461 	EXP 	fixation: autoDraw = False
130.8461 	EXP 	grating: autoDraw = False
130.8461 	EXP 	grating: ori = 4.0
130.8461 	EXP 	fixation: autoDraw = True
131.8297 	EXP 	grating: autoDraw = True
131.8437 	EXP 	fixation: autoDraw = False
132.1435 	EXP 	grating: autoDraw = False
132.7814 	EXP 	New trial (rep=31, index=0): None
132.7832 	DATA 	Keypress: down
132.7966 	EXP 	fixation: autoDraw = False
132.7966 	EXP 	grating: autoDraw = False
132.7966 	EXP 	grating: ori = 0.0
132.7966 	EXP 	fixation: autoDraw = True
133.7796 	EXP 	grating: autoDraw = True
133.7936 	EXP 	fixation: autoDraw = False
134.0936 	EXP 	grating: autoDraw = False
134.5816 	EXP 	New trial (rep=32, index=0): None
134.5833 	DATA 	Keypress: up
134.5966 	EXP 	fixation: autoDraw = False
134.5966 	EXP 	grating: autoDraw = False
134.5966 	EXP 	grating: ori = -4.0
134.5966 	EXP 	fixation: autoDraw = True
135.5799 	EXP 	grating: autoDraw = True
135.5939 	EXP 	fixation: autoDraw = False
135.8937 	EXP 	grating: autoDraw = False
136.4319 	EXP 	New trial (rep=33, index=0): None
136.4339 	DATA 	Keypress: down
136.4466 	EXP 	fixation: autoDraw = False
136.4466 	EXP 	grating: autoDraw = False
136.4466 	EXP 	grating: ori = 0.0
136.4466 	EXP 	fixation: autoDraw = True
137.4299 	EXP 	grating: autoDraw = True
137.4441 	EXP 	fixation: autoDraw = False
137.7438 	EXP 	grating: autoDraw = False
138.1645 	EXP 	New trial (rep=34, index=0): None
138.1662 	DATA 	Keypress: up
138.1795 	EXP 	fixation: autoDraw = False
138.1795 	EXP 	grating: autoDraw = False
138.1795 	EXP 	grating: ori = 0.0
138.1795 	EXP 	fixation: autoDraw = True
139.1631 	EXP 	grating: autoDraw = True
139.1770 	EXP 	fixation: autoDraw = False
139.4771 	EXP 	grating: autoDraw = False
139.9330 	EXP 	New trial (rep=35, index=0): None
139.9349 	DATA 	Keypress: up
139.9465 	EXP 	fixation: autoDraw = False
139.9465 	EXP 	grating: autoDraw = False
139.9465 	EXP 	grating: ori = 0.0
139.9465 	EXP 	fixation: autoDraw = True
140.9439 	EXP 	fixation: autoDraw = False
140.9439 	EXP 	grating: autoDraw = True
141.2436 	EXP 	grating: autoDraw = False
141.4814 	EXP 	New trial (rep=36, index=0): None
141.4831 	DATA 	Keypress: up
141.4964 	EXP 	fixation: autoDraw = False
141.4964 	EXP 	grating: autoDraw = False
141.4964 	EXP 	grating: ori = 0.0
141.4964 	EXP 	fixation: autoDraw = True
142.4802 	EXP 	grating: autoDraw = True
142.4938 	EXP 	fixation: autoDraw = False
142.7938 	EXP 	grating: autoDraw = False
143.1482 	EXP 	New trial (rep=37, index=0): None
143.1499 	DATA 	Keypress: up
143.1632 	EXP 	fixation: autoDraw = False
143.1632 	EXP 	grating: autoDraw = False
143.1632 	EXP 	grating: ori = 2.0
143.1632 	EXP 	fixation: autoDraw = True
144.1467 	EXP 	grating: autoDraw = True
144.1606 	EXP 	fixation: autoDraw = False
144.4607 	EXP 	grating: autoDraw = False
145.6816 	EXP 	New trial (rep=38, index=0): None
145.6833 	DATA 	Keypress: down
145.6964 	EXP 	fixation: autoDraw = False
145.6964 	EXP 	grating: autoDraw = False
145.6964 	EXP 	grating: ori = -4.0
145.6964 	EXP 	fixation: autoDraw = True
146.6940 	EXP 	fixation: autoDraw = False
146.6940 	EXP 	grating: autoDraw = True
146.9937 	EXP 	grating: autoDraw = False
147.3487 	EXP 	New trial (rep=39, index=0): None
147.3504 	DATA 	Keypress: down
147.3633 	EXP 	fixation: autoDraw = False
147.3633 	EXP 	grating: autoDraw = False
147.3633 	EXP 	grating: ori = 0.0
147.3633 	EXP 	fixation: autoDraw = True
148.3466 	EXP 	grating: autoDraw = True
148.3606 	EXP 	fixation: autoDraw = False
148.6605 	EXP 	grating: autoDraw = False
149.0648 	EXP 	New trial (rep=40, index=0): None
149.0666 	DATA 	Keypress: up
149.0802 	EXP 	fixation: autoDraw = False
149.0802 	EXP 	grating: autoDraw = False
149.0802 	EXP 	grating: ori = 0.0
149.0802 	EXP 	fixation: autoDraw = True
150.0634 	EXP 	grating: autoDraw = True
150.0773 	EXP 	fixation: autoDraw = False
150.3771 	EXP 	grating: autoDraw = False
151.3151 	EXP 	New trial (rep=41, index=0): None
151.3168 	DATA 	Keypress: up
151.3298 	EXP 	fixation: autoDraw = False
151.3298 	EXP 	grating: autoDraw = False
151.3298 	EXP 	grating: ori = 0.0
151.3298 	EXP 	fixation: autoDraw = True
152.3139 	EXP 	grating: autoDraw = True
152.3273 	EXP 	fixation: autoDraw = False
152.6271 	EXP 	grating: autoDraw = False
152.8151 	EXP 	New trial (rep=42, index=0): None
152.8168 	DATA 	Keypress: up
152.8301 	EXP 	fixation: autoDraw = False
152.8301 	EXP 	grating: autoDraw = False
152.8301 	EXP 	grating: ori = -3.0
152.8301 	EXP 	fixation: autoDraw = True
153.8134 	EXP 	grating: autoDraw = True
153.8271 	EXP 	fixation: autoDraw = False
154.1271 	EXP 	grating: autoDraw = False
154.6480 	EXP 	New trial (rep=43, index=0): None
154.6497 	DATA 	Keypress: up
154.6631 	EXP 	fixation: autoDraw = False
154.6631 	EXP 	grating: autoDraw = False
154.6631 	EXP 	grating: ori = 4.0
154.6631 	EXP 	fixation: autoDraw = True
155.6467 	EXP 	grating: autoDraw = True
155.6606 	EXP 	fixation: autoDraw = False
155.9604 	EXP 	grating: autoDraw = False
156.3657 	EXP 	New trial (rep=44, index=0): None
156.3675 	DATA 	Keypress: down
156.3798 	EXP 	fixation: autoDraw = False
156.3798 	EXP 	grating: autoDraw = False
156.3798 	EXP 	grating: ori = 0.0
156.3798 	EXP 	fixation: autoDraw = True
157.1488 	DATA 	Keypress: down
157.3773 	EXP 	fixation: autoDraw = False
157.3773 	EXP 	grating: autoDraw = True
157.6772 	EXP 	grating: autoDraw = False
158.3817 	EXP 	New trial (rep=45, index=0): None
158.3834 	DATA 	Keypress: up
158.3966 	EXP 	fixation: autoDraw = False
158.3966 	EXP 	grating: autoDraw = False
158.3966 	EXP 	grating: ori = 4.0
158.3966 	EXP 	fixation: autoDraw = True
159.3801 	EXP 	grating: autoDraw = True
159.3938 	EXP 	fixation: autoDraw = False
159.6940 	EXP 	grating: autoDraw = False
160.1150 	EXP 	New trial (rep=46, index=0): None
160.1168 	DATA 	Keypress: down
160.1301 	EXP 	fixation: autoDraw = False
160.1301 	EXP 	grating: autoDraw = False
160.1301 	EXP 	grating: ori = 0.0
160.1301 	EXP 	fixation: autoDraw = True
161.1133 	EXP 	grating: autoDraw = True
161.1273 	EXP 	fixation: autoDraw = False
161.4273 	EXP 	grating: autoDraw = False
161.7483 	EXP 	New trial (rep=47, index=0): None
161.7500 	DATA 	Keypress: up
161.7633 	EXP 	fixation: autoDraw = False
161.7633 	EXP 	grating: autoDraw = False
161.7633 	EXP 	grating: ori = 3.0
161.7633 	EXP 	fixation: autoDraw = True
162.7469 	EXP 	grating: autoDraw = True
162.7609 	EXP 	fixation: autoDraw = False
163.0607 	EXP 	grating: autoDraw = False
163.4984 	EXP 	New trial (rep=48, index=0): None
163.5001 	DATA 	Keypress: up
163.5137 	EXP 	fixation: autoDraw = False
163.5137 	EXP 	grating: autoDraw = False
163.5137 	EXP 	grating: ori = -3.0
163.5137 	EXP 	fixation: autoDraw = True
164.4967 	EXP 	grating: autoDraw = True
164.5109 	EXP 	fixation: autoDraw = False
164.8105 	EXP 	grating: autoDraw = False
165.2847 	EXP 	New trial (rep=49, index=0): None
165.2856 	DATA 	Keypress: down
165.2907 	EXP 	fixation: autoDraw = False
165.2907 	EXP 	grating: autoDraw = False
165.2907 	EXP 	grating: ori = -4.0
165.2907 	EXP 	fixation: autoDraw = True
166.2940 	EXP 	fixation: autoDraw = False
166.2940 	EXP 	grating: autoDraw = True
166.5940 	EXP 	grating: autoDraw = False
166.9485 	EXP 	New trial (rep=50, index=0): None
166.9502 	DATA 	Keypress: up
166.9636 	EXP 	fixation: autoDraw = False
166.9636 	EXP 	grating: autoDraw = False
166.9636 	EXP 	grating: ori = -2.0
166.9636 	EXP 	fixation: autoDraw = True
167.9467 	EXP 	grating: autoDraw = True
167.9610 	EXP 	fixation: autoDraw = False
168.2604 	EXP 	grating: autoDraw = False
168.5154 	EXP 	New trial (rep=51, index=0): None
168.5171 	DATA 	Keypress: up
168.5299 	EXP 	fixation: autoDraw = False
168.5299 	EXP 	grating: autoDraw = False
168.5299 	EXP 	grating: ori = -4.0
168.5299 	EXP 	fixation: autoDraw = True
169.5136 	EXP 	grating: autoDraw = True
169.5273 	EXP 	fixation: autoDraw = False
169.8272 	EXP 	grating: autoDraw = False
174.6309 	EXP 	New trial (rep=52, index=0): None
174.6323 	DATA 	Keypress: up
174.6469 	EXP 	fixation: autoDraw = False
174.6469 	EXP 	grating: autoDraw = False
174.6469 	EXP 	grating: ori = 0.0
174.6469 	EXP 	fixation: autoDraw = True
175.6303 	EXP 	grating: autoDraw = True
175.6444 	EXP 	fixation: autoDraw = False
175.9439 	EXP 	grating: autoDraw = False
176.9319 	EXP 	New trial (rep=53, index=0): None
176.9337 	DATA 	Keypress: up
176.9468 	EXP 	fixation: autoDraw = False
176.9468 	EXP 	grating: autoDraw = False
176.9468 	EXP 	grating: ori = -3.0
176.9468 	EXP 	fixation: autoDraw = True
177.9300 	EXP 	grating: autoDraw = True
177.9443 	EXP 	fixation: autoDraw = False
178.2440 	EXP 	grating: autoDraw = False
178.4152 	EXP 	New trial (rep=54, index=0): None
178.4169 	DATA 	Keypress: up
178.4303 	EXP 	fixation: autoDraw = False
178.4303 	EXP 	grating: autoDraw = False
178.4303 	EXP 	grating: ori = 0.0
178.4303 	EXP 	fixation: autoDraw = True
179.4137 	EXP 	grating: autoDraw = True
179.4276 	EXP 	fixation: autoDraw = False
179.7274 	EXP 	grating: autoDraw = False
184.5483 	EXP 	New trial (rep=55, index=0): None
184.5500 	DATA 	Keypress: up
184.5636 	EXP 	fixation: autoDraw = False
184.5636 	EXP 	grating: autoDraw = False
184.5636 	EXP 	grating: ori = -3.0
184.5636 	EXP 	fixation: autoDraw = True
185.5471 	EXP 	grating: autoDraw = True
185.5539 	DATA 	Keypress: up
185.5610 	EXP 	fixation: autoDraw = False
185.8606 	EXP 	grating: autoDraw = False
186.3154 	EXP 	New trial (rep=56, index=0): None
186.3171 	DATA 	Keypress: up
186.3304 	EXP 	fixation: autoDraw = False
186.3304 	EXP 	grating: autoDraw = False
186.3304 	EXP 	grating: ori = -4.0
186.3304 	EXP 	fixation: autoDraw = True
187.3135 	EXP 	grating: autoDraw = True
187.3279 	EXP 	fixation: autoDraw = False
187.6275 	EXP 	grating: autoDraw = False
190.0653 	EXP 	New trial (rep=57, index=0): None
190.0670 	DATA 	Keypress: up
190.0803 	EXP 	fixation: autoDraw = False
190.0803 	EXP 	grating: autoDraw = False
190.0803 	EXP 	grating: ori = -4.0
190.0803 	EXP 	fixation: autoDraw = True
191.0638 	EXP 	grating: autoDraw = True
191.0775 	EXP 	fixation: autoDraw = False
191.3778 	EXP 	grating: autoDraw = False
194.6817 	EXP 	New trial (rep=58, index=0): None
194.6838 	DATA 	Keypress: up
194.6968 	EXP 	fixation: autoDraw = False
194.6968 	EXP 	grating: autoDraw = False
194.6968 	EXP 	grating: ori = 4.0
194.6968 	EXP 	fixation: autoDraw = True
195.3659 	DATA 	Keypress: up
195.6807 	EXP 	grating: autoDraw = True
195.6942 	EXP 	fixation: autoDraw = False
195.9940 	EXP 	grating: autoDraw = False
196.4989 	EXP 	New trial (rep=59, index=0): None
196.5006 	DATA 	Keypress: up
196.5136 	EXP 	fixation: autoDraw = False
196.5136 	EXP 	grating: autoDraw = False
196.5136 	EXP 	grating: ori = -4.0
196.5136 	EXP 	fixation: autoDraw = True
197.4970 	EXP 	grating: autoDraw = True
197.5109 	EXP 	fixation: autoDraw = False
197.8108 	EXP 	grating: autoDraw = False
197.9987 	EXP 	New trial (rep=60, index=0): None
198.0006 	DATA 	Keypress: up
198.0139 	EXP 	fixation: autoDraw = False
198.0139 	EXP 	grating: autoDraw = False
198.0139 	EXP 	grating: ori = 0.0
198.0139 	EXP 	fixation: autoDraw = True
199.0112 	EXP 	fixation: autoDraw = False
199.0112 	EXP 	grating: autoDraw = True
199.3109 	EXP 	grating: autoDraw = False
202.7823 	EXP 	New trial (rep=61, index=0): None
202.7840 	DATA 	Keypress: up
202.7970 	EXP 	fixation: autoDraw = False
202.7970 	EXP 	grating: autoDraw = False
202.7970 	EXP 	grating: ori = -2.0
202.7970 	EXP 	fixation: autoDraw = True
203.6824 	DATA 	Keypress: up
203.7805 	EXP 	grating: autoDraw = True
203.7943 	EXP 	fixation: autoDraw = False
204.0946 	EXP 	grating: autoDraw = False
206.2491 	EXP 	New trial (rep=62, index=0): None
206.2509 	DATA 	Keypress: up
206.2635 	EXP 	fixation: autoDraw = False
206.2635 	EXP 	grating: autoDraw = False
